Urls,Authors,Titles,Reviews,Votes,Average_rating,Number_of_Rated_people
https://www.goodreads.com/book/show/4406.East_of_Eden,John Steinbeck,East of Eden,34026,406,4.38,468100
https://www.goodreads.com/book/show/5826.Bel_Canto,Ann Patchett,Bel Canto,34021,412,3.92,258961
https://www.goodreads.com/book/show/13536860-fifty-shades-freed,E.L. James,"Fifty Shades Freed (Fifty Shades, #3)",33973,404,3.84,775911
https://www.goodreads.com/book/show/646462._,Anonymous,القرآن الكريم,33759,380,4.36,61647
https://www.goodreads.com/book/show/52357.Beowulf,Unknown,Beowulf,33535,481,3.46,266985
https://www.goodreads.com/book/show/15195.The_Complete_Maus,Art Spiegelman,The Complete Maus,33420,431,4.52,168158
https://www.goodreads.com/book/show/18007564-the-martian,Andy Weir,The Martian,33312,393,4.4,938102
https://www.goodreads.com/book/show/84981.Tuck_Everlasting,Natalie Babbitt,Tuck Everlasting,33074,452,3.88,258257
https://www.goodreads.com/book/show/45978.Eldest,Christopher Paolini,"Eldest (The Inheritance Cycle, #2)",32731,420,3.99,398142
https://www.goodreads.com/book/show/16631.Steppenwolf,Hermann Hesse,Steppenwolf,32638,411,4.13,153295
https://www.goodreads.com/book/show/10920.Cold_Mountain,Charles Frazier,Cold Mountain,32553,443,3.87,232165
https://www.goodreads.com/book/show/42899.Dark_Lover,J.R. Ward,"Dark Lover (Black Dagger Brotherhood, #1)",32171,378,4.16,317768
https://www.goodreads.com/book/show/228665.The_Eye_of_the_World,Robert Jordan,"The Eye of the World (The Wheel of Time, #1)",32131,376,4.17,453005
https://www.goodreads.com/book/show/10429045-shatter-me,Tahereh Mafi,"Shatter Me (Shatter Me, #1)",32103,367,3.92,391206
https://www.goodreads.com/book/show/6304335-beautiful-creatures,Kami Garcia,"Beautiful Creatures (Caster Chronicles, #1)",32065,397,3.76,580098
https://www.goodreads.com/book/show/46799.Go_Ask_Alice,Beatrice Sparks,Go Ask Alice,32021,429,3.75,254382
https://www.goodreads.com/book/show/391729.The_Tell_Tale_Heart_and_Other_Writings,Edgar Allan Poe,The Tell-Tale Heart and Other Writings,31986,467,4.18,230506
https://www.goodreads.com/book/show/5148.A_Separate_Peace,John Knowles,A Separate Peace,31709,430,3.59,201354
https://www.goodreads.com/book/show/77013.As_I_Lay_Dying,William Faulkner,As I Lay Dying,31515,421,3.72,146958
https://www.goodreads.com/book/show/60748.A_Child_Called_It_,Dave Pelzer,"A Child Called ""It"" (Dave Pelzer, #1)",31198,406,4.11,403409
https://www.goodreads.com/book/show/2248573.Brisingr,Christopher Paolini,"Brisingr (The Inheritance Cycle, #3)",31028,404,4.05,337955
https://www.goodreads.com/book/show/45032.Mansfield_Park,Jane Austen,Mansfield Park,30869,437,3.86,309842
https://www.goodreads.com/book/show/3985.The_Amazing_Adventures_of_Kavalier_Clay,Michael Chabon,The Amazing Adventures of Kavalier & Clay,30782,377,4.17,192657
https://www.goodreads.com/book/show/1420.Hamlet,William Shakespeare,Hamlet,30747,391,4.03,812409
https://www.goodreads.com/book/show/12578077-obsidian,Jennifer L. Armentrout,"Obsidian (Lux, #1)",30635,346,4.14,264968
https://www.goodreads.com/book/show/67896.Tao_Te_Ching,Lao Tzu,Tao Te Ching,30549,390,4.26,137579
https://www.goodreads.com/book/show/30597.The_Hunchback_of_Notre_Dame,Victor Hugo,The Hunchback of Notre-Dame,30458,435,4.0,185407
https://www.goodreads.com/book/show/49628.Cloud_Atlas,David Mitchell,Cloud Atlas,30421,366,4.0,237134
https://www.goodreads.com/book/show/11590._Salem_s_Lot,Stephen King,'Salem's Lot,30311,410,4.04,375116
https://www.goodreads.com/book/show/76778.The_Martian_Chronicles,Ray Bradbury,The Martian Chronicles,30262,405,4.15,232302
https://www.goodreads.com/book/show/5526.Dear_John,Nicholas Sparks,Dear John,30069,385,4.03,571141
https://www.goodreads.com/book/show/22232.Stargirl,Jerry Spinelli,"Stargirl (Stargirl, #1)",30029,363,3.76,316744
https://www.goodreads.com/book/show/15645.Inferno,Dante Alighieri,Inferno,29969,409,4.0,158790
https://www.goodreads.com/book/show/6400090-the-last-song,Nicholas Sparks,The Last Song,29910,367,4.15,530314
https://www.goodreads.com/book/show/2932.Robinson_Crusoe,Daniel Defoe,"Robinson Crusoe (Robinson Crusoe, #1)",29814,444,3.68,269826
https://www.goodreads.com/book/show/862041.Harry_Potter_Series_Box_Set,J.K. Rowling,"Harry Potter Series Box Set (Harry Potter, #1-7)",29669,358,4.72,269582
https://www.goodreads.com/book/show/14836.Midnight_s_Children,Salman Rushdie,Midnight's Children,29537,359,3.98,111370
https://www.goodreads.com/book/show/11713.The_English_Patient,Michael Ondaatje,The English Patient,29500,403,3.87,122285
https://www.goodreads.com/book/show/5358.The_Firm,Robin Waterfield,The Firm,29321,428,4.04,600102
https://www.goodreads.com/book/show/7791997-crescendo,Becca Fitzpatrick,"Crescendo (Hush, Hush, #2)",29231,361,4.0,305186
https://www.goodreads.com/book/show/18122.The_Amber_Spyglass,Philip Pullman,"The Amber Spyglass (His Dark Materials, #3)",29221,374,4.08,333708
https://www.goodreads.com/book/show/130440.Doctor_Zhivago,Boris Pasternak,Doctor Zhivago,29037,435,4.0,91637
https://www.goodreads.com/book/show/6319.The_BFG,Roald Dahl,The BFG,29024,391,4.21,427697
https://www.goodreads.com/book/show/629.Zen_and_the_Art_of_Motorcycle_Maintenance,Robert M. Pirsig,"Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values (Phaedrus, #1)",29022,367,3.77,219791
https://www.goodreads.com/book/show/18143977-all-the-light-we-cannot-see,Anthony Doerr,All the Light We Cannot See,29017,337,4.32,1238524
https://www.goodreads.com/book/show/31685789-room,Emma Donoghue,Room,28949,358,4.06,771097
https://www.goodreads.com/book/show/17150.My_ntonia,Willa Cather,"My Ántonia (Great Plains Trilogy, #3)",28749,390,3.81,126857
https://www.goodreads.com/book/show/8755785-city-of-heavenly-fire,Cassandra Clare,"City of Heavenly Fire (The Mortal Instruments, #6)",28739,359,4.39,342138
https://www.goodreads.com/book/show/16096824-a-court-of-thorns-and-roses,Sarah J. Maas,"A Court of Thorns and Roses (A Court of Thorns and Roses, #1)",28717,332,4.18,849054
https://www.goodreads.com/book/show/22299763-crooked-kingdom,Leigh Bardugo,"Crooked Kingdom (Six of Crows, #2)",28663,311,4.6,395576
https://www.goodreads.com/book/show/10644930-11-22-63,Stephen King,11/22/63,28485,342,4.3,475480
https://www.goodreads.com/book/show/51496.Dr_Jekyll_and_Mr_Hyde,Robert Louis Stevenson,Dr. Jekyll and Mr. Hyde,28409,413,3.83,455723
https://www.goodreads.com/book/show/6952.Like_Water_for_Chocolate,Laura Esquivel,Like Water for Chocolate,28086,398,3.95,339990
https://www.goodreads.com/book/show/4980.Breakfast_of_Champions,Kurt Vonnegut Jr.,Breakfast of Champions,27593,348,4.07,239677
https://www.goodreads.com/book/show/251688.Breakfast_at_Tiffany_s_and_Three_Stories,Truman Capote,Breakfast at Tiffany's and Three Stories,27503,386,3.87,228723
https://www.goodreads.com/book/show/11989.The_Plague,Albert Camus,The Plague,27449,372,4.01,206315
https://www.goodreads.com/book/show/5364.Dragonfly_in_Amber,Diana Gabaldon,"Dragonfly in Amber (Outlander, #2)",27410,346,4.32,317127
https://www.goodreads.com/book/show/22463.The_Origin_of_Species,Charles Darwin,The Origin of Species,26922,369,3.98,109161
https://www.goodreads.com/book/show/5211.A_Fine_Balance,Rohinton Mistry,A Fine Balance,26919,322,4.34,140101
https://www.goodreads.com/book/show/386187.Midnight_in_the_Garden_of_Good_and_Evil,John Berendt,Midnight in the Garden of Good and Evil,26875,379,3.91,248455
https://www.goodreads.com/book/show/41637836-the-subtle-knife,Philip Pullman,"The Subtle Knife (His Dark Materials, #2)",26772,359,4.13,406451
https://www.goodreads.com/book/show/12898.Death_of_a_Salesman,Arthur Miller,Death of a Salesman,26613,412,3.55,206248
https://www.goodreads.com/book/show/8490112-daughter-of-smoke-bone,Laini Taylor,"Daughter of Smoke & Bone (Daughter of Smoke & Bone, #1)",26601,314,3.99,353804
https://www.goodreads.com/book/show/12220.A_Streetcar_Named_Desire,Tennessee Williams,A Streetcar Named Desire,26526,404,3.98,279870
https://www.goodreads.com/book/show/3975774-evermore,Alyson Noel,"Evermore (The Immortals, #1)",26382,319,3.59,284863
https://www.goodreads.com/book/show/12127810-the-house-of-hades,Rick Riordan,"The House of Hades (The Heroes of Olympus, #4)",26288,326,4.52,325791
https://www.goodreads.com/book/show/28921.The_Remains_of_the_Day,Kazuo Ishiguro,The Remains of the Day,26268,367,4.14,236988
https://www.goodreads.com/book/show/28862.The_Prince,Niccolò Machiavelli,The Prince,26181,367,3.82,291747
https://www.goodreads.com/book/show/6759.Infinite_Jest,David Foster Wallace,Infinite Jest,25929,284,4.26,81963
https://www.goodreads.com/book/show/14706.Faust_First_Part,Johann Wolfgang von Goethe,"Faust, First Part",25794,344,3.9,66150
https://www.goodreads.com/book/show/15717943-hopeless,Colleen Hoover,"Hopeless (Hopeless, #1)",25759,289,4.27,316072
https://www.goodreads.com/book/show/9460487-miss-peregrine-s-home-for-peculiar-children,Ransom Riggs,"Miss Peregrine's Home for Peculiar Children (Miss Peregrine's Peculiar Children, #1)",25692,323,3.91,1113461
https://www.goodreads.com/book/show/13497.A_Feast_for_Crows,George R.R. Martin,"A Feast for Crows (A Song of Ice and Fire, #4)",25629,336,4.14,672960
https://www.goodreads.com/book/show/12000020-aristotle-and-dante-discover-the-secrets-of-the-universe,Benjamin Alire Sáenz,"Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante, #1)",25572,278,4.34,385728
https://www.goodreads.com/book/show/7735333-matched,Ally Condie,"Matched (Matched, #1)",25518,320,3.64,718962
https://www.goodreads.com/book/show/656.War_and_Peace,Leo Tolstoy,War and Peace,25508,310,4.13,291960
https://www.goodreads.com/book/show/18114322-the-grapes-of-wrath,John Steinbeck,The Grapes of Wrath,25467,341,3.98,813837
https://www.goodreads.com/book/show/40873273-snow-flower-and-the-secret-fan,Lisa See,Snow Flower and the Secret Fan,25303,322,4.07,357459
https://www.goodreads.com/book/show/6936382-anna-and-the-french-kiss,Stephanie Perkins,"Anna and the French Kiss (Anna and the French Kiss, #1)",25173,292,3.99,410885
https://www.goodreads.com/book/show/8664353-unbroken,Laura Hillenbrand,"Unbroken: A World War II Story of Survival, Resilience and Redemption",25131,302,4.35,854944
https://www.goodreads.com/book/show/20613470-heir-of-fire,Sarah J. Maas,"Heir of Fire (Throne of Glass, #3)",25103,292,4.44,399597
https://www.goodreads.com/book/show/43448.Flowers_in_the_Attic,V.C. Andrews,"Flowers in the Attic (Dollanganger, #1)",25034,336,3.83,181779
https://www.goodreads.com/book/show/394535.Blood_Meridian_or_the_Evening_Redness_in_the_West,Cormac McCarthy,"Blood Meridian, or the Evening Redness in the West",25033,290,4.16,121891
https://www.goodreads.com/book/show/11324204-houdini-heart,Ki Longfellow,Houdini Heart,24928,258,3.72,9242
https://www.goodreads.com/book/show/13152.The_Angel_Experiment,James Patterson,"The Angel Experiment (Maximum Ride, #1)",24787,305,4.06,218703
https://www.goodreads.com/book/show/136116.The_Scarlet_Pimpernel,Emmuska Orczy,The Scarlet Pimpernel,24778,320,4.05,131652
https://www.goodreads.com/book/show/30528544,أحمد جمال الدين رمضان,العصبي,24728,254,4.55,2274
https://www.goodreads.com/book/show/30528535,أحمد جمال الدين رمضان,انتحار فاشل,24683,253,4.54,2633
https://www.goodreads.com/book/show/187181.The_Chosen,Chaim Potok,The Chosen (Reuven Malther #1),24645,333,4.04,90680
https://www.goodreads.com/book/show/19302.Pippi_Longstocking,Astrid Lindgren,"Pippi Longstocking (Pippi Långstrump, #1)",24517,358,4.13,183524
https://www.goodreads.com/book/show/14201.Jonathan_Strange_Mr_Norrell,Susanna Clarke,Jonathan Strange & Mr Norrell,24450,300,3.83,222910
https://www.goodreads.com/book/show/249747.Artemis_Fowl,Eoin Colfer,"Artemis Fowl (Artemis Fowl, #1)",24356,318,3.85,536609
https://www.goodreads.com/book/show/7354.The_Shipping_News,Annie Proulx,The Shipping News,24354,334,3.87,136195
https://www.goodreads.com/book/show/10956.The_Virgin_Suicides,Jeffrey Eugenides,The Virgin Suicides,24299,316,3.83,254911
https://www.goodreads.com/book/show/285092.High_Fidelity,Nick Hornby,High Fidelity,24145,301,3.92,185215
https://www.goodreads.com/book/show/1656001.The_Host,Stephenie Meyer,"The Host (The Host, #1)",24025,299,3.85,957155
https://www.goodreads.com/book/show/33600.Shantaram,Gregory David Roberts,Shantaram,23898,271,4.23,192278
https://www.goodreads.com/book/show/3950967-the-tales-of-beedle-the-bard,J.K. Rowling,The Tales of Beedle the Bard,23797,342,4.04,455265
https://www.goodreads.com/book/show/17167166-crown-of-midnight,Sarah J. Maas,"Crown of Midnight (Throne of Glass, #2)",23709,283,4.36,473700
https://www.goodreads.com/book/show/18635016-the-one,Kiera Cass,"The One (The Selection, #3)",23653,280,4.18,512388
https://www.goodreads.com/book/show/101299.The_Reader,Bernhard Schlink,The Reader,23278,330,3.77,185397
https://www.goodreads.com/book/show/397483.The_Devil_in_the_White_City,Erik Larson,"The Devil in the White City: Murder, Magic, and Madness at the Fair That Changed America",23257,301,3.98,595755
https://www.goodreads.com/book/show/14866.Nineteen_Minutes,Jodi Picoult,Nineteen Minutes,23241,294,4.12,323352
https://www.goodreads.com/book/show/9293020-the-elephant-tree,R.D. Ronald,The Elephant Tree,22908,256,4.18,93376
https://www.goodreads.com/book/show/17716.Waiting_for_Godot,Samuel Beckett,Waiting for Godot,22849,304,3.83,179029
https://www.goodreads.com/book/show/50398.Northanger_Abbey,Jane Austen,Northanger Abbey,22759,333,3.84,338578
https://www.goodreads.com/book/show/6411961-the-lost-symbol,Dan Brown,"The Lost Symbol (Robert Langdon, #3)",22644,292,3.73,568863
https://www.goodreads.com/book/show/11422.Redeeming_Love,Francine Rivers,Redeeming Love,22640,257,4.49,244870
https://www.goodreads.com/book/show/53835.The_Age_of_Innocence,Edith Wharton,The Age of Innocence,22422,314,3.96,150948
https://www.goodreads.com/book/show/11012.Dubliners,James Joyce,Dubliners,22237,314,3.85,134065
https://www.goodreads.com/book/show/6088007-neuromancer,William Gibson,"Neuromancer (Sprawl, #1)",22215,276,3.9,287062
https://www.goodreads.com/book/show/22328546-red-queen,Victoria Aveyard,"Red Queen (Red Queen, #1)",22137,250,4.03,751633
https://www.goodreads.com/book/show/13214.I_Know_Why_the_Caged_Bird_Sings,Maya Angelou,"I Know Why the Caged Bird Sings (Maya Angelou's Autobiography, #1)",22106,316,4.26,464375
https://www.goodreads.com/book/show/17061.Coraline,Neil Gaiman,Coraline,22028,293,4.07,565364
https://www.goodreads.com/book/show/676924.Betrayed,P.C. Cast,"Betrayed (House of Night, #2)",22019,287,3.91,258649
https://www.goodreads.com/book/show/42900.Lover_Awakened,J.R. Ward,"Lover Awakened (Black Dagger Brotherhood, #3)",21861,266,4.43,171071
https://www.goodreads.com/book/show/10592.Carrie,Stephen King,Carrie,21739,313,3.97,591205
https://www.goodreads.com/book/show/140225.The_Voyage_of_the_Dawn_Treader,C.S. Lewis,"The Voyage of the Dawn Treader (Chronicles of Narnia, #3)",21692,314,4.08,430701
https://www.goodreads.com/book/show/10664113-a-dance-with-dragons,George R.R. Martin,"A Dance with Dragons (A Song of Ice and Fire, #5)",21485,284,4.32,599208
https://www.goodreads.com/book/show/137791.Divine_Secrets_of_the_Ya_Ya_Sisterhood,Rebecca Wells,Divine Secrets of the Ya-Ya Sisterhood,21360,315,3.84,536914
https://www.goodreads.com/book/show/41804.I_Robot,Isaac Asimov,"I, Robot (Robot, #0.1)",21304,294,4.21,305667
https://www.goodreads.com/book/show/34080.The_Waste_Land,T.S. Eliot,The Waste Land,21177,296,4.09,47801
https://www.goodreads.com/book/show/5308.The_Pearl,John Steinbeck,The Pearl,21155,330,3.5,204304
https://www.goodreads.com/book/show/2866718-untamed,P.C. Cast,"Untamed (House of Night, #4)",21024,273,3.93,230473
https://www.goodreads.com/book/show/59716.To_the_Lighthouse,Virginia Woolf,To the Lighthouse,21009,284,3.79,151772
https://www.goodreads.com/book/show/256566.Everything_Is_Illuminated,Jonathan Safran Foer,Everything Is Illuminated,20779,256,3.89,174377
https://www.goodreads.com/book/show/18460392-all-the-bright-places,Jennifer Niven,All the Bright Places,20777,227,4.14,415654
https://www.goodreads.com/book/show/10987.Voyager,Diana Gabaldon,"Voyager (Outlander, #3)",20744,265,4.36,282189
https://www.goodreads.com/book/show/41681.The_Jungle,Upton Sinclair,The Jungle,20632,287,3.75,134651
https://www.goodreads.com/book/show/690926.The_Twilight_Collection,Stephenie Meyer,"The Twilight Collection (Twilight, #1-3)",20585,264,3.8,44827
https://www.goodreads.com/book/show/30289.The_Republic,Plato,The Republic,20403,300,3.95,186276
https://www.goodreads.com/book/show/16143347-we-were-liars,E. Lockhart,We Were Liars,20257,226,3.78,743908
https://www.goodreads.com/book/show/18765.I_Claudius,Robert Graves,"I, Claudius (Claudius, #1)",20206,274,4.2,63678
https://www.goodreads.com/book/show/4137.Me_Talk_Pretty_One_Day,David Sedaris,Me Talk Pretty One Day,20162,272,3.99,659590
https://www.goodreads.com/book/show/3087.A_Room_with_a_View,E.M. Forster,A Room with a View,20100,302,3.91,162706
https://www.goodreads.com/book/show/16101128-the-5th-wave,Rick Yancey,"The 5th Wave (The 5th Wave, #1)",19938,242,4.02,430010
https://www.goodreads.com/book/show/29908754-the-zombie-room,R.D. Ronald,The Zombie Room,19849,222,4.18,92195
https://www.goodreads.com/book/show/33124137-pet-sematary,Stephen King,Pet Sematary,19839,272,4.02,483291
https://www.goodreads.com/book/show/31242.Bleak_House,Charles Dickens,Bleak House,19831,273,4.0,105467
https://www.goodreads.com/book/show/77142.Snow_Falling_on_Cedars,David Guterson,Snow Falling on Cedars,19804,284,3.85,177411
https://www.goodreads.com/book/show/1326258.Chosen,P.C. Cast,"Chosen (House of Night, #3)",19774,259,3.91,235200
https://www.goodreads.com/book/show/24861.Demian,Hermann Hesse,Demian: Die Geschichte von Emil Sinclairs Jugend,19620,234,4.13,87067
https://www.goodreads.com/book/show/84369.The_Last_Battle,C.S. Lewis,"The Last Battle (Chronicles of Narnia, #7)",19406,286,4.0,249949
https://www.goodreads.com/book/show/179780.The_Exorcist,William Peter Blatty,The Exorcist,19202,282,4.19,199799
https://www.goodreads.com/book/show/93101.The_Arabian_Nights,Anonymous,The Arabian Nights,18999,265,4.02,75549
https://www.goodreads.com/book/show/3777732-city-of-glass,Cassandra Clare,"City of Glass (The Mortal Instruments, #3)",18941,253,4.29,882023
https://www.goodreads.com/book/show/960.Angels_Demons,Dan Brown,"Angels & Demons (Robert Langdon, #1)",18841,244,3.92,2910920
https://www.goodreads.com/book/show/8709527-bloodlines,Richelle Mead,"Bloodlines (Bloodlines, #1)",18778,239,4.17,183911
https://www.goodreads.com/book/show/838729.The_Return_of_the_King,J.R.R. Tolkien,"The Return of the King (The Lord of the Rings, #3)",18764,256,4.54,754175
https://www.goodreads.com/book/show/31548.Of_Human_Bondage,W. Somerset Maugham,Of Human Bondage,18664,259,4.1,54680
https://www.goodreads.com/book/show/156538.North_and_South,Elizabeth Gaskell,North and South,18646,241,4.13,157166
https://www.goodreads.com/book/show/5797.Vanity_Fair,William Makepeace Thackeray,Vanity Fair,18542,265,3.79,124089
https://www.goodreads.com/book/show/6644117-the-iron-king,Julie Kagawa,"The Iron King (The Iron Fey, #1)",18518,227,3.88,212215
https://www.goodreads.com/book/show/8908.World_War_Z,Max Brooks,World War Z: An Oral History of the Zombie War,18479,235,4.01,482271
https://www.goodreads.com/book/show/8909.The_War_of_the_Worlds,H.G. Wells,The War of the Worlds,18454,279,3.83,272534
https://www.goodreads.com/book/show/34521870-mistress-suffragette,Diana Forbes,Mistress Suffragette,18403,206,4.31,11657
https://www.goodreads.com/book/show/30933.Brideshead_Revisited,Evelyn Waugh,Brideshead Revisited,18372,250,4.0,99429
https://www.goodreads.com/book/show/14743.The_God_Delusion,Richard Dawkins,The God Delusion,18369,234,3.89,255334
https://www.goodreads.com/book/show/112204.The_Complete_Poems_of_Emily_Dickinson,Emily Dickinson,The Complete Poems of Emily Dickinson,18357,291,4.23,89860
https://www.goodreads.com/book/show/43889.Wizard_s_First_Rule,Terry Goodkind,"Wizard's First Rule (Sword of Truth, #1)",18300,220,4.11,240099
https://www.goodreads.com/book/show/7740152-torment,Lauren Kate,"Torment (Fallen, #2)",18111,234,3.85,228748
https://www.goodreads.com/book/show/2156.Persuasion,Jane Austen,Persuasion,18087,234,4.14,581187
https://www.goodreads.com/book/show/70535.2001,Arthur C. Clarke,"2001: A Space Odyssey (Space Odyssey, #1)",18067,245,4.15,283853
https://www.goodreads.com/book/show/11901.The_Witching_Hour,Anne Rice,"The Witching Hour (Lives of the Mayfair Witches, #1)",18045,243,4.1,108222
https://www.goodreads.com/book/show/5890.The_Woman_in_White,Wilkie Collins,The Woman in White,18018,258,3.99,144331
https://www.goodreads.com/book/show/18006496-queen-of-shadows,Sarah J. Maas,"Queen of Shadows (Throne of Glass, #4)",17997,209,4.53,345526
https://www.goodreads.com/book/show/40651883-snow-crash,Neal Stephenson,Snow Crash,17908,210,4.02,254013
https://www.goodreads.com/book/show/47401.Chocolat,Joanne Harris,"Chocolat (Chocolat, #1)",17854,265,3.95,120627
https://www.goodreads.com/book/show/6150.Cry_the_Beloved_Country,Alan Paton,"Cry, the Beloved Country",17825,244,3.89,72236
https://www.goodreads.com/book/show/51606.Johnny_Got_His_Gun,Dalton Trumbo,Johnny Got His Gun,17721,217,4.18,37742
https://www.goodreads.com/book/show/8667848-a-discovery-of-witches,Deborah Harkness,"A Discovery of Witches (All Souls, #1)",17711,209,4.0,433713
https://www.goodreads.com/book/show/764347.Unwind,Neal Shusterman,"Unwind (Unwind, #1)",17703,209,4.15,214206
https://www.goodreads.com/book/show/20448515-bared-to-you,Sylvia Day,"Bared to You (Crossfire, #1)",17653,207,4.17,485694
https://www.goodreads.com/book/show/3682.A_Great_and_Terrible_Beauty,Libba Bray,"A Great and Terrible Beauty (Gemma Doyle, #1)",17588,217,3.78,227538
https://www.goodreads.com/book/show/13188676-ignite-me,Tahereh Mafi,"Ignite Me (Shatter Me, #3)",17551,204,4.39,190012
https://www.goodreads.com/book/show/16248068-the-elite,Kiera Cass,"The Elite (The Selection, #2)",17529,219,3.98,576163
https://www.goodreads.com/book/show/135836.Trainspotting,Irvine Welsh,Trainspotting (Mark Renton #2),17470,215,4.06,167000
https://www.goodreads.com/book/show/2800905-the-summoning,Kelley Armstrong,"The Summoning (Darkest Powers, #1)",17367,217,4.0,171906
https://www.goodreads.com/book/show/1421990.Halfway_to_the_Grave,Jeaniene Frost,"Halfway to the Grave (Night Huntress, #1)",17264,206,4.12,152119
https://www.goodreads.com/book/show/12749.Swann_s_Way,Marcel Proust,Swann's Way,17135,214,4.11,53978
https://www.goodreads.com/book/show/4799.Cannery_Row,John Steinbeck,Cannery Row (Cannery Row #1),17083,248,4.05,120397
https://www.goodreads.com/book/show/17675462-the-raven-boys,Maggie Stiefvater,"The Raven Boys (The Raven Cycle, #1)",17081,199,4.04,323529
https://www.goodreads.com/book/show/6485421-the-mortal-instruments-boxed-set,Cassandra Clare,"The Mortal Instruments Boxed Set: City of Bones; City of Ashes; City of Glass (The Mortal Instruments, #1-3)",17063,218,4.56,66602
https://www.goodreads.com/book/show/4268157-perfect-chemistry,Simone Elkeles,"Perfect Chemistry (Perfect Chemistry, #1)",17054,201,4.04,254757
https://www.goodreads.com/book/show/12957.Much_Ado_About_Nothing,William Shakespeare,Much Ado About Nothing,17046,253,4.05,229969
https://www.goodreads.com/book/show/49436.Three_Cups_of_Tea,Greg Mortenson,Three Cups of Tea: One Man's Mission to Promote Peace ... One School at a Time,17023,232,3.65,343191
https://www.goodreads.com/book/show/51738.Just_Listen,Sarah Dessen,Just Listen,16991,206,4.04,246143
https://www.goodreads.com/book/show/5326.A_Christmas_Carol,Charles Dickens,A Christmas Carol,16968,246,4.07,698499
https://www.goodreads.com/book/show/51737.The_Truth_About_Forever,Sarah Dessen,The Truth About Forever,16925,207,4.11,218966
https://www.goodreads.com/book/show/40611328-ishmael,Daniel Quinn,Ishmael,16906,204,3.98,91518
https://www.goodreads.com/book/show/17333223-the-goldfinch,Donna Tartt,The Goldfinch,16875,196,3.92,805090
https://www.goodreads.com/book/show/420282.The_Polar_Express,Chris Van Allsburg,The Polar Express,16857,267,4.31,224203
https://www.goodreads.com/book/show/556602.Sarah_s_Key,Tatiana de Rosnay,Sarah's Key,16752,219,4.16,449010
https://www.goodreads.com/book/show/32049.Lady_Chatterley_s_Lover,D.H. Lawrence,Lady Chatterley's Lover,16650,256,3.5,110490
https://www.goodreads.com/book/show/31463.Far_From_the_Madding_Crowd,Thomas Hardy,Far From the Madding Crowd,16619,242,3.94,139918
https://www.goodreads.com/book/show/78411.The_Bad_Beginning,Lemony Snicket,"The Bad Beginning (A Series of Unfortunate Events, #1)",16614,224,3.96,456430
https://www.goodreads.com/book/show/197084.Are_You_My_Mother_,P.D. Eastman,Are You My Mother?,16601,249,4.19,228959
https://www.goodreads.com/book/show/3591262-cutting-for-stone,Abraham Verghese,Cutting for Stone,16472,205,4.29,354639
https://www.goodreads.com/book/show/77566.Hyperion,Dan Simmons,"Hyperion (Hyperion Cantos, #1)",16446,194,4.23,213632
https://www.goodreads.com/book/show/4009.Nine_Stories,J.D. Salinger,Nine Stories,16434,217,4.17,141276
https://www.goodreads.com/book/show/2299110.Acheron,Sherrilyn Kenyon,"Acheron (Dark-Hunter, #14)",16336,189,4.54,58455
https://www.goodreads.com/book/show/15863832-angelfall,Susan Ee,"Angelfall (Penryn & the End of Days, #1)",16249,186,4.1,188407
https://www.goodreads.com/book/show/77767.Little_House_on_the_Prairie,Laura Ingalls Wilder,"Little House on the Prairie (Little House, #3)",16204,258,4.2,273070
https://www.goodreads.com/book/show/11408650-the-unbecoming-of-mara-dyer,Michelle Hodkin,"The Unbecoming of Mara Dyer (Mara Dyer, #1)",16182,185,4.02,167837
https://www.goodreads.com/book/show/10637766-silence,Becca Fitzpatrick,"Silence (Hush, Hush, #3)",16118,208,4.09,266540
https://www.goodreads.com/book/show/1898.Into_Thin_Air,Jon Krakauer,Into Thin Air: A Personal Account of the Mount Everest Disaster,16104,226,4.2,439808
https://www.goodreads.com/book/show/56728.You_Are_Special,Max Lucado,"You Are Special (Wemmicksville, #1)",16095,190,4.41,52510
https://www.goodreads.com/book/show/7747374-i-am-number-four,Pittacus Lore,"I Am Number Four (Lorien Legacies, #1)",16042,205,3.93,333712
https://www.goodreads.com/book/show/1625.Twelfth_Night,William Shakespeare,Twelfth Night,15999,242,3.97,166530
https://www.goodreads.com/book/show/10576365-the-darkest-minds,Alexandra Bracken,"The Darkest Minds (The Darkest Minds, #1)",15989,185,4.15,173453
https://www.goodreads.com/book/show/84119.The_Horse_and_His_Boy,C.S. Lewis,"The Horse and His Boy (Chronicles of Narnia, #5)",15988,243,3.91,310591
https://www.goodreads.com/book/show/140077.Dead_to_the_World,Charlaine Harris,"Dead to the World (Sookie Stackhouse, #4)",15986,215,4.1,260255
https://www.goodreads.com/book/show/32075671-the-hate-u-give,Angie Thomas,"The Hate U Give (The Hate U Give, #1)",15983,179,4.5,679932
https://www.goodreads.com/book/show/222910.The_Two_Towers,J.R.R. Tolkien,"The Two Towers (The Lord of the Rings, #2)",15978,225,4.45,805441
https://www.goodreads.com/book/show/518848.Sabriel,Garth Nix,"Sabriel (Abhorsen, #1)",15939,196,4.14,203545
https://www.goodreads.com/book/show/83144.The_Bronze_Horseman,Paullina Simons,"The Bronze Horseman (The Bronze Horseman, #1)",15931,175,4.28,75238
