Urls,Authors,Titles,Reviews,Votes,Average_rating,Number_of_Rated_people
https://www.goodreads.com/book/show/40611510-the-last-lecture,Randy Pausch,The Last Lecture,15856,198,4.23,329020
https://www.goodreads.com/book/show/8337.Little_House_in_the_Big_Woods,Laura Ingalls Wilder,"Little House in the Big Woods (Little House, #1)",15855,251,4.18,250351
https://www.goodreads.com/book/show/31122.I_Capture_the_Castle,Dodie Smith,I Capture the Castle,15855,205,4.0,92646
https://www.goodreads.com/book/show/30333938-slammed,Colleen Hoover,"Slammed (Slammed, #1)",15840,179,4.23,233514
https://www.goodreads.com/book/show/36236125-invisible-monsters,Chuck Palahniuk,Invisible Monsters,15784,189,3.98,139359
https://www.goodreads.com/book/show/366522.P_S_I_Love_You,Cecelia Ahern,"P.S. I Love You (P.S. I Love You, #1)",15760,202,4.02,361553
https://www.goodreads.com/book/show/25480342-a-monster-calls,Patrick Ness,A Monster Calls,15736,176,4.31,242441
https://www.goodreads.com/book/show/40909452-drums-of-autumn,Diana Gabaldon,"Drums of Autumn (Outlander, #4)",15717,199,4.32,229329
https://www.goodreads.com/book/show/22822858-a-little-life,Hanya Yanagihara,A Little Life,15710,164,4.31,314861
https://www.goodreads.com/book/show/92307.Being_and_Time,Martin Heidegger,Being and Time,15638,160,4.05,21853
https://www.goodreads.com/book/show/77390.Anne_of_Avonlea,L.M. Montgomery,Anne of Avonlea (Anne of Green Gables #2),15573,246,4.19,171235
https://www.goodreads.com/book/show/12497.No_Country_for_Old_Men,Cormac McCarthy,No Country for Old Men,15570,209,4.1,176980
https://www.goodreads.com/book/show/7090447-the-red-pyramid,Rick Riordan,"The Red Pyramid (The Kane Chronicles, #1)",15541,209,4.08,362372
https://www.goodreads.com/book/show/34384161-worm-holes,Kyle Keyes,"Worm Holes (Quantum Roots, #2)",15540,173,4.32,10655
https://www.goodreads.com/book/show/13006.Julius_Caesar,William Shakespeare,Julius Caesar,15460,246,3.69,185190
https://www.goodreads.com/book/show/179064.The_Goose_Girl,Shannon Hale,"The Goose Girl (The Books of Bayern, #1)",15445,191,4.09,146896
https://www.goodreads.com/book/show/11899.The_Hours,Michael Cunningham,The Hours,15419,220,3.94,130504
https://www.goodreads.com/book/show/29127.The_Last_Unicorn,Peter S. Beagle,"The Last Unicorn (The Last Unicorn, #1)",15391,196,4.14,104712
https://www.goodreads.com/book/show/5064.World_Without_End,Ken Follett,"World Without End (Kingsbridge, #2)",15326,204,4.26,225623
https://www.goodreads.com/book/show/14935.Sense_and_Sensibility,Jane Austen,Sense and Sensibility,15310,217,4.08,1049799
https://www.goodreads.com/book/show/7967.Speaker_for_the_Dead,Orson Scott Card,"Speaker for the Dead (Ender's Saga, #2)",15281,193,4.07,237265
https://www.goodreads.com/book/show/92517.The_Glass_Menagerie,Tennessee Williams,The Glass Menagerie,15201,252,3.71,121454
https://www.goodreads.com/book/show/32620332-the-seven-husbands-of-evelyn-hugo,Taylor Jenkins Reid,The Seven Husbands of Evelyn Hugo,15181,161,4.47,744144
https://www.goodreads.com/book/show/24128.The_Merchant_of_Venice,William Shakespeare,The Merchant of Venice,15176,240,3.79,170708
https://www.goodreads.com/book/show/1617.Night,Elie Wiesel,"Night (The Night Trilogy, #1)",15098,192,4.35,1077464
https://www.goodreads.com/book/show/902.The_Westing_Game,Ellen Raskin,The Westing Game,15084,196,4.0,196215
https://www.goodreads.com/book/show/4134071-hunted,P.C. Cast,"Hunted (House of Night, #5)",15027,198,3.91,178604
https://www.goodreads.com/book/show/80660.We_Need_to_Talk_About_Kevin,Lionel Shriver,We Need to Talk About Kevin,14962,185,4.04,188478
https://www.goodreads.com/book/show/30868.The_Bean_Trees,Barbara Kingsolver,"The Bean Trees (Greer Family, #1)",14902,218,3.98,141069
https://www.goodreads.com/book/show/305234.Wicked_Lovely,Melissa Marr,"Wicked Lovely (Wicked Lovely, #1)",14780,185,3.69,170544
https://www.goodreads.com/book/show/15638.Cyrano_de_Bergerac,Edmond Rostand,Cyrano de Bergerac,14745,214,4.05,77796
https://www.goodreads.com/book/show/5527.All_the_King_s_Men,Robert Penn Warren,All the King's Men,14661,202,4.06,62297
https://www.goodreads.com/book/show/5439.Interpreter_of_Maladies,Jhumpa Lahiri,Interpreter of Maladies,14659,194,4.16,172383
https://www.goodreads.com/book/show/7723542-a-dog-s-purpose,W. Bruce Cameron,"A Dog's Purpose (A Dog's Purpose, #1)",14554,168,4.33,122824
https://www.goodreads.com/book/show/35729.Lover_Eternal,J.R. Ward,"Lover Eternal (Black Dagger Brotherhood, #2)",14531,185,4.32,183669
https://www.goodreads.com/book/show/6482837-before-i-fall,Lauren Oliver,Before I Fall,14476,173,3.89,323299
https://www.goodreads.com/book/show/17332218-words-of-radiance,Brandon Sanderson,"Words of Radiance (The Stormlight Archive, #2)",14435,154,4.74,255246
https://www.goodreads.com/book/show/567678.The_Wasp_Factory,Iain Banks,The Wasp Factory,14334,174,3.8,96496
https://www.goodreads.com/book/show/227571.Peace_Like_a_River,Leif Enger,Peace Like a River,14328,173,3.96,89241
https://www.goodreads.com/book/show/21853621-the-nightingale,Kristin Hannah,The Nightingale,14199,163,4.58,892924
https://www.goodreads.com/book/show/43758.The_Queen_of_the_Damned,Anne Rice,"The Queen of the Damned (The Vampire Chronicles, #3)",14197,204,3.89,146013
https://www.goodreads.com/book/show/10534.The_Art_of_War,Sun Tzu,The Art of War,14140,195,3.97,390674
https://www.goodreads.com/book/show/13206760-scarlet,Marissa Meyer,"Scarlet (The Lunar Chronicles, #2)",14094,176,4.25,362035
https://www.goodreads.com/book/show/17125.One_Day_in_the_Life_of_Ivan_Denisovich,Aleksandr Solzhenitsyn,One Day in the Life of Ivan Denisovich,14057,204,3.96,100718
https://www.goodreads.com/book/show/13206828-cress,Marissa Meyer,"Cress (The Lunar Chronicles, #3)",14005,169,4.4,320975
https://www.goodreads.com/book/show/20820994-i-ll-give-you-the-sun,Jandy Nelson,I'll Give You the Sun,13920,154,4.14,296396
https://www.goodreads.com/book/show/65641.The_Silver_Chair,C.S. Lewis,"The Silver Chair (Chronicles of Narnia, #4)",13900,216,3.95,268586
https://www.goodreads.com/book/show/20758104-the-knife-of-never-letting-go,Patrick Ness,"The Knife of Never Letting Go (Chaos Walking, #1)",13836,159,3.96,183240
https://www.goodreads.com/book/show/27523.Left_Behind,Tim LaHaye,"Left Behind (Left Behind, #1)",13828,185,3.84,217190
https://www.goodreads.com/book/show/415.Gravity_s_Rainbow,Thomas Pynchon,Gravity's Rainbow,13813,162,3.95,43145
https://www.goodreads.com/book/show/7631105-the-scorch-trials,James Dashner,"The Scorch Trials (The Maze Runner, #2)",13776,176,3.9,511207
https://www.goodreads.com/book/show/60510.Poison_Study,Maria V. Snyder,"Poison Study (Study, #1)",13714,166,4.07,163669
https://www.goodreads.com/book/show/7664041-inheritance,Christopher Paolini,"Inheritance (The Inheritance Cycle, #4)",13704,177,4.09,245149
https://www.goodreads.com/book/show/27362503-it-ends-with-us,Colleen Hoover,It Ends with Us,13697,150,4.44,663149
https://www.goodreads.com/book/show/89717.The_Haunting_of_Hill_House,Shirley Jackson,The Haunting of Hill House,13686,181,3.83,210026
https://www.goodreads.com/book/show/17841.Foucault_s_Pendulum,Umberto Eco,Foucault's Pendulum,13680,179,3.89,65434
https://www.goodreads.com/book/show/10441.The_Memory_Keeper_s_Daughter,Kim Edwards,The Memory Keeper's Daughter,13675,192,3.68,582289
https://www.goodreads.com/book/show/6969.Emma,Jane Austen,Emma,13571,185,4.03,740183
https://www.goodreads.com/book/show/52529.The_Secret,Rhonda Byrne,"The Secret (The Secret, #1)",13556,178,3.71,404667
https://www.goodreads.com/book/show/27003.The_Eyre_Affair,Jasper Fforde,"The Eyre Affair (Thursday Next, #1)",13492,172,3.86,137075
https://www.goodreads.com/book/show/23522.Mythology,Edith Hamilton,Mythology,13417,202,4.02,48949
https://www.goodreads.com/book/show/374233.If_on_a_Winter_s_Night_a_Traveler,Italo Calvino,If on a Winter's Night a Traveler,13371,162,4.04,83003
https://www.goodreads.com/book/show/8492825-where-she-went,Gayle Forman,"Where She Went (If I Stay, #2)",13354,169,4.0,278413
https://www.goodreads.com/book/show/10357575-1q84,Haruki Murakami,1Q84 (1Q84 #1-3),13290,158,3.92,232917
https://www.goodreads.com/book/show/1554.Oedipus_Rex,Sophocles,"Oedipus Rex (The Theban Plays, #1)",13244,196,3.71,188139
https://www.goodreads.com/book/show/17212231-inferno,Dan Brown,"Inferno (Robert Langdon, #4)",13167,164,3.86,514674
https://www.goodreads.com/book/show/15622.Native_Son,Richard Wright,Native Son,13166,191,4.0,96059
https://www.goodreads.com/book/show/110737.Seabiscuit,Laura Hillenbrand,Seabiscuit: An American Legend,13136,194,4.18,160870
https://www.goodreads.com/book/show/112750.Darkfever,Karen Marie Moning,"Darkfever (Fever, #1)",13117,169,4.04,177006
https://www.goodreads.com/book/show/121749.Prince_Caspian,C.S. Lewis,"Prince Caspian (Chronicles of Narnia, #2)",13076,224,3.97,389660
https://www.goodreads.com/book/show/59219.The_Talisman,Stephen King,"The Talisman (The Talisman, #1)",13067,179,4.13,114582
https://www.goodreads.com/book/show/3869.A_Brief_History_of_Time,Stephen Hawking,A Brief History of Time,13050,187,4.19,363381
https://www.goodreads.com/book/show/10194157-shadow-and-bone,Leigh Bardugo,"Shadow and Bone (The Shadow and Bone Trilogy, #1)",13038,159,3.96,661470
https://www.goodreads.com/book/show/7304203-shadowfever,Karen Marie Moning,"Shadowfever (Fever, #5)",13007,151,4.38,105186
https://www.goodreads.com/book/show/2536134.Gone,Michael Grant,"Gone (Gone, #1)",12958,155,3.86,193351
https://www.goodreads.com/book/show/13642.A_Wizard_of_Earthsea,Ursula K. Le Guin,"A Wizard of Earthsea (Earthsea Cycle, #1)",12948,176,3.99,274834
https://www.goodreads.com/book/show/7869.The_Bourne_Identity,Robert Ludlum,"The Bourne Identity (Jason Bourne, #1)",12928,191,4.04,421655
https://www.goodreads.com/book/show/18423.The_Left_Hand_of_Darkness,Ursula K. Le Guin,"The Left Hand of Darkness (Hainish Cycle, #4)",12883,173,4.08,141954
https://www.goodreads.com/book/show/23766634-a-court-of-wings-and-ruin,Sarah J. Maas,"A Court of Wings and Ruin (A Court of Thorns and Roses, #3)",12882,148,4.41,476107
https://www.goodreads.com/book/show/3867.The_History_of_Love,Nicole Krauss,The History of Love,12875,156,3.91,130466
https://www.goodreads.com/book/show/682804.The_Killer_Angels,Michael Shaara,"The Killer Angels (The Civil War Trilogy, #2)",12870,166,4.31,80608
https://www.goodreads.com/book/show/8852.Macbeth,William Shakespeare,Macbeth,12848,177,3.9,755885
https://www.goodreads.com/book/show/18545.Rosencrantz_and_Guildenstern_Are_Dead,Tom Stoppard,Rosencrantz and Guildenstern Are Dead,12793,178,4.03,85516
https://www.goodreads.com/book/show/196970.The_Night_Before_Christmas,Clement C. Moore,The Night Before Christmas,12783,209,4.37,115934
https://www.goodreads.com/book/show/41219.Possession,A.S. Byatt,Possession,12759,174,3.87,80386
https://www.goodreads.com/book/show/2767.A_People_s_History_of_the_United_States,Howard Zinn,A People's History of the United States,12732,174,4.06,220374
https://www.goodreads.com/book/show/38311414-house-of-sand-and-fog,Andre Dubus III,House of Sand and Fog,12667,181,3.85,130539
https://www.goodreads.com/book/show/99300.The_Yellow_Wallpaper_and_Other_Stories,Charlotte Perkins Gilman,The Yellow Wallpaper and Other Stories,12633,183,4.05,80571
https://www.goodreads.com/book/show/28260587-empire-of-storms,Sarah J. Maas,"Empire of Storms (Throne of Glass, #5)",12589,148,4.53,288542
https://www.goodreads.com/book/show/6853.One_for_the_Money,Janet Evanovich,"One for the Money (Stephanie Plum, #1)",12582,171,4.03,513987
https://www.goodreads.com/book/show/547094.I_Am_Legend_and_Other_Stories,Richard Matheson,I Am Legend and Other Stories,12571,173,4.0,125722
https://www.goodreads.com/book/show/304027.Lover_Unbound,J.R. Ward,"Lover Unbound (Black Dagger Brotherhood, #5)",12510,164,4.31,128584
https://www.goodreads.com/book/show/24768.Pretties,Scott Westerfeld,"Pretties (Uglies, #2)",12448,170,3.84,250836
https://www.goodreads.com/book/show/29588376-the-lies-of-locke-lamora,Scott Lynch,"The Lies of Locke Lamora (Gentleman Bastard, #1)",12418,141,4.26,261271
https://www.goodreads.com/book/show/2203.John_Adams,David McCullough,John Adams,12394,170,4.04,345611
https://www.goodreads.com/book/show/78433.The_Blind_Assassin,Margaret Atwood,The Blind Assassin,12394,171,3.95,146602
https://www.goodreads.com/book/show/22557272-the-girl-on-the-train,Paula Hawkins,The Girl on the Train,12389,155,3.94,2444037
https://www.goodreads.com/book/show/46756.Oryx_and_Crake,Margaret Atwood,"Oryx and Crake (MaddAddam, #1)",12383,160,4.0,243437
https://www.goodreads.com/book/show/13831.Alanna,Tamora Pierce,"Alanna: The First Adventure (Song of the Lioness, #1)",12378,153,4.23,129016
https://www.goodreads.com/book/show/32423.Watchers,Dean Koontz,Watchers,12376,155,4.17,164008
https://www.goodreads.com/book/show/77197.Assassin_s_Apprentice,Robin Hobb,"Assassin's Apprentice (Farseer Trilogy, #1)",12302,149,4.16,267437
https://www.goodreads.com/book/show/47989.Night_Watch,Terry Pratchett,"Night Watch (Discworld, #29; City Watch, #6)",12300,153,4.45,105151
https://www.goodreads.com/book/show/33507.Twenty_Thousand_Leagues_Under_the_Sea,Jules Verne,Twenty Thousand Leagues Under the Sea,12295,180,3.89,222381
https://www.goodreads.com/book/show/1431.Veronika_Decides_to_Die,Paulo Coelho,Veronika Decides to Die,12272,152,3.71,196246
https://www.goodreads.com/book/show/10967.The_Fiery_Cross,Diana Gabaldon,"The Fiery Cross (Outlander, #5)",12218,159,4.21,195555
https://www.goodreads.com/book/show/14290364-champion,Marie Lu,"Champion (Legend, #3)",12197,146,4.32,193663
https://www.goodreads.com/book/show/16286.The_Magus,John Fowles,The Magus,12083,156,4.05,53427
https://www.goodreads.com/book/show/1582996.City_of_Ashes,Cassandra Clare,"City of Ashes (The Mortal Instruments, #2)",12048,175,4.13,843297
https://www.goodreads.com/book/show/15749186-to-all-the-boys-i-ve-loved-before,Jenny Han,"To All the Boys I've Loved Before (To All the Boys I've Loved Before, #1)",12043,142,4.09,657863
https://www.goodreads.com/book/show/3980.From_the_Mixed_Up_Files_of_Mrs_Basil_E_Frankweiler,E.L. Konigsburg,From the Mixed-Up Files of Mrs. Basil E. Frankweiler,11970,165,4.14,201706
https://www.goodreads.com/book/show/6882.Papillon,Henri Charrière,Papillon,11965,166,4.19,65036
https://www.goodreads.com/book/show/10965.A_Breath_of_Snow_and_Ashes,Diana Gabaldon,"A Breath of Snow and Ashes (Outlander, #6)",11913,153,4.41,158803
https://www.goodreads.com/book/show/55030.Cosmos,Carl Sagan,Cosmos,11905,156,4.37,130769
https://www.goodreads.com/book/show/26032825-the-cruel-prince,Holly Black,"The Cruel Prince (The Folk of the Air, #1)",11873,132,4.09,504911
https://www.goodreads.com/book/show/852470.I_d_Tell_You_I_Love_You_But_Then_I_d_Have_to_Kill_You,Ally Carter,"I'd Tell You I Love You, But Then I'd Have to Kill You (Gallagher Girls, #1)",11781,147,3.82,187880
https://www.goodreads.com/book/show/32768522-carry-on,Rainbow Rowell,"Carry On (Simon Snow, #1)",11777,133,4.19,265023
https://www.goodreads.com/book/show/2052.The_Big_Sleep,Raymond Chandler,The Big Sleep,11684,159,3.95,145391
https://www.goodreads.com/book/show/4953.A_Heartbreaking_Work_of_Staggering_Genius,Dave Eggers,A Heartbreaking Work of Staggering Genius,11678,149,3.68,182171
https://www.goodreads.com/book/show/452306.The_Sisterhood_of_the_Traveling_Pants,Ann Brashares,"The Sisterhood of the Traveling Pants (Sisterhood, #1)",11674,167,3.81,664649
https://www.goodreads.com/book/show/6262365-tempted,P.C. Cast,"Tempted (House of Night, #6)",11668,160,3.94,162668
https://www.goodreads.com/book/show/6295.Howl_and_Other_Poems,Allen Ginsberg,Howl and Other Poems,11639,164,4.12,101596
https://www.goodreads.com/book/show/8682.Jitterbug_Perfume,Tom Robbins,Jitterbug Perfume,11634,147,4.19,74980
https://www.goodreads.com/book/show/19351490-grimm-s-fairy-tales,Jacob Grimm,Grimm's Fairy Tales,11585,195,4.13,25736
https://www.goodreads.com/book/show/88077.The_Magic_Mountain,Thomas Mann,The Magic Mountain,11584,145,4.09,43913
https://www.goodreads.com/book/show/41150487-red-white-royal-blue,Casey McQuiston,"Red, White & Royal Blue",11584,126,4.21,433904
https://www.goodreads.com/book/show/14249.Prodigal_Summer,Barbara Kingsolver,Prodigal Summer,11583,160,4.0,104943
https://www.goodreads.com/book/show/6320534-under-the-dome,Stephen King,Under the Dome,11578,159,3.9,281069
https://www.goodreads.com/book/show/3388.Corelli_s_Mandolin,Louis de Bernières,Corelli's Mandolin,11537,156,3.99,82097
https://www.goodreads.com/book/show/11337.The_Bluest_Eye,Toni Morrison,The Bluest Eye,11518,152,4.09,200370
https://www.goodreads.com/book/show/40593473-finding-hope-in-the-darkness-of-grief,Diamante Lavendar,"Finding Hope in the Darkness of Grief: Spiritual Insights Expressed Through Art, Poetry and Prose",11510,129,4.32,4477
https://www.goodreads.com/book/show/18300212-the-trigger,Tim Butcher,The Trigger: Hunting the Assassin Who Brought the World to War,11505,118,3.66,6328
https://www.goodreads.com/book/show/40024.The_Alienist,Caleb Carr,"The Alienist (Dr. Laszlo Kreizler, #1)",11458,163,4.05,169035
https://www.goodreads.com/book/show/13414446-prodigy,Marie Lu,"Prodigy (Legend, #2)",11410,140,4.24,233753
https://www.goodreads.com/book/show/23692271-sapiens,Yuval Noah Harari,Sapiens: A Brief History of Humankind,11372,123,4.39,720717
https://www.goodreads.com/book/show/12914.The_Aeneid,Virgil,The Aeneid,11353,167,3.85,114852
https://www.goodreads.com/book/show/19547856-simon-vs-the-homo-sapiens-agenda,Becky Albertalli,"Simon vs. the Homo Sapiens Agenda (Simonverse, #1)",11346,126,4.22,364142
https://www.goodreads.com/book/show/76401.Bury_My_Heart_at_Wounded_Knee,Dee Brown,Bury My Heart at Wounded Knee: An Indian History of the American West,11328,179,4.19,81985
https://www.goodreads.com/book/show/4982.The_Sirens_of_Titan,Kurt Vonnegut Jr.,The Sirens of Titan,11326,141,4.13,128504
https://www.goodreads.com/book/show/1202.Freakonomics,Steven D. Levitt,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,11304,148,3.99,781378
https://www.goodreads.com/book/show/14995.Odd_Thomas,Dean Koontz,"Odd Thomas (Odd Thomas, #1)",11258,155,3.96,267842
https://www.goodreads.com/book/show/323355.The_Book_of_Mormon,Anonymous,The Book of Mormon: Another Testament of Jesus Christ,11204,123,4.29,80613
https://www.goodreads.com/book/show/2967752-the-elegance-of-the-hedgehog,Muriel Barbery,The Elegance of the Hedgehog,11191,142,3.78,166232
https://www.goodreads.com/book/show/17788401-ugly-love,Colleen Hoover,Ugly Love,11185,126,4.27,378363
https://www.goodreads.com/book/show/15783514-the-ocean-at-the-end-of-the-lane,Neil Gaiman,The Ocean at the End of the Lane,11155,132,4.0,537026
https://www.goodreads.com/book/show/13104080-unravel-me,Tahereh Mafi,"Unravel Me (Shatter Me, #2)",11133,136,4.18,230358
https://www.goodreads.com/book/show/292408.Angle_of_Repose,Wallace Stegner,Angle of Repose,11077,142,4.21,58161
https://www.goodreads.com/book/show/7061.The_No_1_Ladies_Detective_Agency,Alexander McCall Smith,The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency #1),11046,171,3.8,249399
https://www.goodreads.com/book/show/35519.The_Power_of_Myth,Joseph Campbell,The Power of Myth,10996,153,4.23,49657
https://www.goodreads.com/book/show/13872.Geek_Love,Katherine Dunn,Geek Love,10975,137,3.95,69153
https://www.goodreads.com/book/show/73968.Love_Story,Erich Segal,"Love Story (Love Story, #1)",10949,171,3.63,55708
https://www.goodreads.com/book/show/42898.Lover_Revealed,J.R. Ward,"Lover Revealed (Black Dagger Brotherhood, #4)",10942,145,4.28,130462
https://www.goodreads.com/book/show/7864437-the-death-cure,James Dashner,"The Death Cure (The Maze Runner, #3)",10906,141,3.78,386341
https://www.goodreads.com/book/show/4865.How_to_Win_Friends_and_Influence_People,Dale Carnegie,How to Win Friends and Influence People,10899,153,4.21,766598
https://www.goodreads.com/book/show/1923820.The_Holy_Bible,Anonymous,The Holy Bible: King James Version,10883,135,4.41,246085
https://www.goodreads.com/book/show/6440.Ivanhoe,Walter Scott,Ivanhoe,10879,163,3.75,93071
https://www.goodreads.com/book/show/248704.It_s_Kind_of_a_Funny_Story,Ned Vizzini,It's Kind of a Funny Story,10869,126,4.09,235319
https://www.goodreads.com/book/show/110494.Living_Dead_in_Dallas,Charlaine Harris,"Living Dead in Dallas (Sookie Stackhouse, #2)",10853,151,3.95,251744
https://www.goodreads.com/book/show/667.Anthem,Ayn Rand,Anthem,10842,142,3.63,141508
https://www.goodreads.com/book/show/9532.Ender_s_Shadow,Orson Scott Card,"Ender's Shadow (The Shadow Series, #1)",10793,136,4.29,165507
https://www.goodreads.com/book/show/3478.Message_in_a_Bottle,Nicholas Sparks,Message in a Bottle,10792,156,3.97,222924
https://www.goodreads.com/book/show/140082.Club_Dead,Charlaine Harris,"Club Dead (Sookie Stackhouse, #3)",10785,156,4.0,236851
https://www.goodreads.com/book/show/27266.Glass_Houses,Rachel Caine,"Glass Houses (The Morganville Vampires, #1)",10782,139,3.9,101888
https://www.goodreads.com/book/show/3805.The_Corrections,Jonathan Franzen,The Corrections,10768,146,3.8,169514
https://www.goodreads.com/book/show/15839976-red-rising,Pierce Brown,"Red Rising (Red Rising Saga, #1)",10764,123,4.23,296765
https://www.goodreads.com/book/show/9416.Confessions_of_a_Shopaholic,Sophie Kinsella,"Confessions of a Shopaholic (Shopaholic, #1)",10754,142,3.67,687502
https://www.goodreads.com/book/show/36336078-call-me-by-your-name,André Aciman,"Call Me By Your Name (Call Me By Your Name, #1)",10754,114,4.15,322807
https://www.goodreads.com/book/show/18045891-sharp-objects,Gillian Flynn,Sharp Objects,10748,127,3.99,816286
https://www.goodreads.com/book/show/37095.The_Shell_Seekers,Rosamunde Pilcher,The Shell Seekers,10747,164,4.17,100229
https://www.goodreads.com/book/show/6280118-one-day,David Nicholls,One Day,10737,131,3.8,307703
https://www.goodreads.com/book/show/131359.Death_on_the_Nile,Agatha Christie,"Death on the Nile (Hercule Poirot, #18)",10716,167,4.11,170786
https://www.goodreads.com/book/show/11125.Digital_Fortress,Dan Brown,Digital Fortress,10712,137,3.68,598651
https://www.goodreads.com/book/show/703292.The_Witch_of_Blackbird_Pond,Elizabeth George Speare,The Witch of Blackbird Pond,10643,156,3.98,147495
https://www.goodreads.com/book/show/2767793-the-hero-of-ages,Brandon Sanderson,"The Hero of Ages (Mistborn, #3)",10630,122,4.48,316347
https://www.goodreads.com/book/show/36809135-where-the-crawdads-sing,Delia Owens,Where the Crawdads Sing,10619,120,4.46,1537795
https://www.goodreads.com/book/show/164154.A_Canticle_for_Leibowitz,Walter M. Miller Jr.,"A Canticle for Leibowitz (St. Leibowitz, #1)",10580,143,3.97,102899
https://www.goodreads.com/book/show/16081272-the-edge-of-never,J.A. Redmerski,"The Edge of Never (The Edge of Never, #1)",10575,123,4.23,145833
https://www.goodreads.com/book/show/85990.Princess_Academy,Shannon Hale,"Princess Academy (Princess Academy, #1)",10566,144,4.0,117754
https://www.goodreads.com/book/show/53496.Walk_Two_Moons,Sharon Creech,Walk Two Moons,10557,137,3.97,162898
https://www.goodreads.com/book/show/5098079-lover-avenged,J.R. Ward,"Lover Avenged (Black Dagger Brotherhood, #7)",10538,141,4.35,111612
https://www.goodreads.com/book/show/11334.Song_of_Solomon,Toni Morrison,Song of Solomon,10535,151,4.11,95750
https://www.goodreads.com/book/show/57891.Battle_Royale,Koushun Takami,Battle Royale,10488,123,4.17,71169
https://www.goodreads.com/book/show/426504.Ficciones,Jorge Luis Borges,Ficciones,10432,126,4.43,55531
https://www.goodreads.com/book/show/50798.Jude_the_Obscure,Thomas Hardy,Jude the Obscure,10423,153,3.81,68941
https://www.goodreads.com/book/show/35959740-circe,Madeline Miller,Circe,10386,116,4.26,591580
https://www.goodreads.com/book/show/264.The_Portrait_of_a_Lady,Henry James,The Portrait of a Lady,10367,153,3.77,77597
https://www.goodreads.com/book/show/17961.Collected_Fictions,Jorge Luis Borges,Collected Fictions,10356,135,4.58,21857
https://www.goodreads.com/book/show/41684.The_Jungle_Books,Rudyard Kipling,The Jungle Books,10345,172,4.01,86509
https://www.goodreads.com/book/show/16640.The_Sorrows_of_Young_Werther,Johann Wolfgang von Goethe,The Sorrows of Young Werther,10305,128,3.68,102297
https://www.goodreads.com/book/show/821611.The_Story_of_My_Life,Helen Keller,The Story of My Life,10294,176,4.06,144216
https://www.goodreads.com/book/show/2153405.Still_Alice,Lisa Genova,Still Alice,10287,130,4.3,318412
https://www.goodreads.com/book/show/7445.The_Glass_Castle,Jeannette Walls,The Glass Castle,10279,129,4.28,1017202
https://www.goodreads.com/book/show/7770.One_Fish_Two_Fish_Red_Fish_Blue_Fish,Dr. Seuss,"One Fish, Two Fish, Red Fish, Blue Fish",10275,172,4.14,184268
https://www.goodreads.com/book/show/6325285-rubinrot,Kerstin Gier,"Rubinrot (Edelstein-Trilogie, #1)",10264,121,4.09,135307
https://www.goodreads.com/book/show/3109.The_Omnivore_s_Dilemma,Michael Pollan,The Omnivore's Dilemma: A Natural History of Four Meals,10199,134,4.16,199106
https://www.goodreads.com/book/show/248596.Something_Wicked_This_Way_Comes,Ray Bradbury,"Something Wicked This Way Comes (Green Town, #2)",10199,150,3.92,115031
https://www.goodreads.com/book/show/11507.My_Name_Is_Asher_Lev,Chaim Potok,My Name Is Asher Lev,10196,139,4.22,37779
https://www.goodreads.com/book/show/16690.The_Moon_Is_a_Harsh_Mistress,Robert A. Heinlein,The Moon Is a Harsh Mistress,10182,130,4.15,126013
https://www.goodreads.com/book/show/6690798-the-passage,Justin Cronin,"The Passage (The Passage, #1)",10180,124,4.02,205567
https://www.goodreads.com/book/show/10374.Hard_Boiled_Wonderland_and_the_End_of_the_World,Haruki Murakami,Hard-Boiled Wonderland and the End of the World,10154,124,4.14,116352
https://www.goodreads.com/book/show/357664.Because_of_Winn_Dixie,Kate DiCamillo,Because of Winn-Dixie,10104,146,4.06,227863
https://www.goodreads.com/book/show/21686.Shutter_Island,Dennis Lehane,Shutter Island,10099,133,4.07,187375
https://www.goodreads.com/book/show/38374795-howards-end,E.M. Forster,Howards End,10074,153,3.95,84754
https://www.goodreads.com/book/show/34497.The_Color_of_Magic,Terry Pratchett,"The Color of Magic (Discworld, #1; Rincewind, #1)",10039,141,3.98,348374
https://www.goodreads.com/book/show/7940583-chasing-the-devil,Tim Butcher,Chasing the Devil: The Search for Africa's Fighting Spirit,9988,102,4.13,1723
https://www.goodreads.com/book/show/816.Cryptonomicon,Neal Stephenson,Cryptonomicon,9980,119,4.24,106510
https://www.goodreads.com/book/show/33917.The_Namesake,Jhumpa Lahiri,The Namesake,9969,141,3.99,250441
https://www.goodreads.com/book/show/9673436-the-invention-of-hugo-cabret,Brian Selznick,The Invention of Hugo Cabret,9926,130,4.19,179084
https://www.goodreads.com/book/show/54479.Around_the_World_in_Eighty_Days,Jules Verne,Around the World in Eighty Days,9922,157,3.94,208260
https://www.goodreads.com/book/show/30346601-brainwalker,Robyn Mundell,Brainwalker,9896,111,4.35,20322
https://www.goodreads.com/book/show/29059.Choke,Chuck Palahniuk,Choke,9890,127,3.7,201285
https://www.goodreads.com/book/show/36236123-survivor,Chuck Palahniuk,Survivor,9878,124,3.91,117951
https://www.goodreads.com/book/show/21671.Mystic_River,Dennis Lehane,Mystic River,9852,141,4.13,146247
